Unnamed: 0,State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,city,city_ascii,state_name,county_fips,county_name,population,density,source,incorporated,ranking,isMetro,areaname,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost,median_family_income,Total Crimes,Crime Rate
108,IDAHO,BOISE,231314.0,649,4.0,164,44,437,3653,470,2952,231,BOISE,Boise,IDAHO,16001,ADA,389280,1056,polygon,True,2,True,"Boise City, ID HUD Metro FMR Area",2p2c,12517.956,10463.7678,14737.1544,14178.9768,8327.18484,9471.39036,85168.5648,87161.1015625,8604.0,0.03719619218897256
118,IDAHO,GARDEN CITY,12033.0,53,0.0,7,3,43,268,50,203,15,GARDEN CITY,Garden City,IDAHO,16001,ADA,11969,1132,polygon,True,3,True,"Boise City, ID HUD Metro FMR Area",2p2c,12517.956,10463.7678,14737.1544,14178.9768,8327.18484,9471.39036,85168.5648,87161.1015625,642.0,0.053353278484168536
128,IDAHO,MERIDIAN,111196.0,177,4.0,48,7,118,1188,182,964,42,MERIDIAN,Meridian,IDAHO,16001,ADA,114161,1297,polygon,True,2,True,"Boise City, ID HUD Metro FMR Area",2p2c,12517.956,10463.7678,14737.1544,14178.9768,8327.18484,9471.39036,85168.5648,87161.1015625,2730.0,0.024551242850462247
136,OKLAHOMA,STILWELL,4054.0,21,0.0,2,2,17,146,28,102,16,STILWELL,Stilwell,OKLAHOMA,40001,ADAIR,4060,483,polygon,True,3,False,"Adair County, OK",2p2c,8736.0,8874.71412,14612.6268,16488.9648,6381.0564,8011.41432,76734.522,44935.9609375,334.0,0.08238776517020227
176,OKLAHOMA,WESTVILLE,1543.0,8,0.0,1,0,7,64,17,45,2,WESTVILLE,Westville,OKLAHOMA,40001,ADAIR,1551,493,polygon,True,3,False,"Adair County, OK",2p2c,8736.0,8874.71412,14612.6268,16488.9648,6381.0564,8011.41432,76734.522,44935.9609375,144.0,0.09332469215813351
216,OKLAHOMA,WATTS,310.0,1,0.0,0,0,1,2,2,0,0,WATTS,Watts,OKLAHOMA,40001,ADAIR,313,311,polygon,True,3,False,"Adair County, OK",2p2c,8736.0,8874.71412,14612.6268,16488.9648,6381.0564,8011.41432,76734.522,44935.9609375,6.0,0.01935483870967742
256,KENTUCKY,COLUMBIA,4645.0,4,0.0,2,1,1,26,12,11,3,COLUMBIA,Columbia,KENTUCKY,21001,ADAIR,4734,367,polygon,True,3,False,"Adair County, OK",2p2c,8736.0,8874.71412,14612.6268,16488.9648,6381.0564,8011.41432,76734.522,44935.9609375,60.0,0.012917115177610334
290,ILLINOIS,QUINCY,39954.0,243,3.0,54,12,174,1210,191,977,42,QUINCY,Quincy,ILLINOIS,17001,ADAMS,44466,981,polygon,True,3,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,2906.0,0.07273364369024378
410,WASHINGTON,OTHELLO,8388.0,7,0.0,2,1,4,145,27,91,27,OTHELLO,Othello,WASHINGTON,53001,ADAMS,12761,814,polygon,True,3,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,304.0,0.036242250834525515
530,NEBRASKA,HASTINGS,24778.0,45,0.0,17,2,26,727,119,557,51,HASTINGS,Hastings,NEBRASKA,31001,ADAMS,24692,653,polygon,True,3,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,1544.0,0.06231334248123335
650,COLORADO,WESTMINSTER,114392.0,316,2.0,53,77,184,3713,376,2703,634,WESTMINSTER,Westminster,COLORADO,8001,ADAMS,113166,1383,polygon,True,2,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,8058.0,0.07044198895027624
770,COLORADO,THORNTON,142168.0,388,1.0,130,74,183,4303,393,3279,631,THORNTON,Thornton,COLORADO,8001,ADAMS,141464,1521,polygon,True,2,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,9382.0,0.06599234708232514
890,COLORADO,NORTHGLENN,39420.0,180,1.0,48,21,110,1229,119,868,242,NORTHGLENN,Northglenn,COLORADO,8001,ADAMS,38819,2038,polygon,True,2,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,2818.0,0.07148655504819888
1010,WASHINGTON,RITZVILLE,1645.0,1,0.0,1,0,0,57,18,38,1,RITZVILLE,Ritzville,WASHINGTON,53001,ADAMS,1654,364,polygon,True,3,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,116.0,0.07051671732522796
1130,PENNSYLVANIA,MCSHERRYSTOWN,3091.0,2,0.0,0,0,2,1,0,1,0,MCSHERRYSTOWN,McSherrystown,PENNSYLVANIA,42001,ADAMS,3090,2331,polygon,True,2,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,6.0,0.0019411193788417987
1250,COLORADO,BRIGHTON,42267.0,138,0.0,36,5,97,1119,93,859,167,BRIGHTON,Brighton,COLORADO,8001,ADAMS,41554,757,polygon,True,3,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,2514.0,0.059479026190645184
1370,OHIO,WEST UNION,3153.0,3,0.0,0,0,3,21,7,11,3,WEST UNION,West Union,OHIO,39001,ADAMS,3161,431,polygon,True,3,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,48.0,0.015223596574690771
1490,COLORADO,AURORA,380600.0,2799,28.0,438,638,1695,11106,1554,7258,2294,AURORA,Aurora,COLORADO,8001,ADAMS,379289,949,polygon,True,2,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,27810.0,0.07306883867577509
1610,WISCONSIN,ADAMS,1886.0,9,0.0,6,1,2,67,4,60,3,ADAMS,Adams,WISCONSIN,55001,ADAMS,1893,248,polygon,True,3,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,152.0,0.08059384941675504
1730,PENNSYLVANIA,BONNEAUVILLE,1838.0,1,0.0,0,0,1,3,0,3,0,BONNEAUVILLE,Bonneauville,PENNSYLVANIA,42001,ADAMS,4519,734,polygon,True,3,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,8.0,0.004352557127312296
1850,PENNSYLVANIA,MIDWAY,875.0,1,0.0,0,0,1,0,0,0,0,MIDWAY,Midway,PENNSYLVANIA,42001,ADAMS,2062,1203,polygon,False,3,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,2.0,0.002285714285714286
1970,COLORADO,COMMERCE CITY,60198.0,272,5.0,76,44,147,1845,212,1258,375,COMMERCE CITY,Commerce City,COLORADO,8001,ADAMS,60336,652,polygon,True,3,False,"Adams County, ID",2p2c,8808.0,9774.17796,16687.0272,14664.648,6733.05612,7333.70292,75814.8456,58539.3515625,4234.0,0.0703345626100535
2096,VERMONT,VERGENNES,2596.0,5,0.0,1,0,4,27,3,24,0,VERGENNES,Vergennes,VERMONT,50001,ADDISON,2586,402,polygon,True,3,False,"Addison County, VT",2p2c,12696.0,12772.3932,15598.1004,19291.3596,9228.20364,10665.81228,94350.1116,86721.6171875,64.0,0.02465331278890601
2109,SOUTH CAROLINA,WAGENER,838.0,1,0.0,0,0,1,6,1,4,1,WAGENER,Wagener,SOUTH CAROLINA,45003,AIKEN,837,275,polygon,True,3,True,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",2p2c,9034.97604,8574.89136,14740.5276,13654.7748,6380.74956,5278.49232,66924.234,64666.42578125,14.0,0.016706443914081145
2119,SOUTH CAROLINA,BURNETTOWN,2751.0,1,0.0,0,0,1,23,5,15,3,BURNETTOWN,Burnettown,SOUTH CAROLINA,45003,AIKEN,2747,192,polygon,True,3,True,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",2p2c,9034.97604,8574.89136,14740.5276,13654.7748,6380.74956,5278.49232,66924.234,64666.42578125,48.0,0.017448200654307525
2129,SOUTH CAROLINA,NORTH AUGUSTA,23875.0,55,1.0,8,13,33,651,80,537,34,NORTH AUGUSTA,North Augusta,SOUTH CAROLINA,45003,AIKEN,23845,448,polygon,True,3,True,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",2p2c,9034.97604,8574.89136,14740.5276,13654.7748,6380.74956,5278.49232,66924.234,64666.42578125,1412.0,0.059141361256544504
2139,SOUTH CAROLINA,NEW ELLENTON,2145.0,20,1.0,2,1,16,23,3,18,2,NEW ELLENTON,New Ellenton,SOUTH CAROLINA,45003,AIKEN,2151,187,polygon,True,3,True,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",2p2c,9034.97604,8574.89136,14740.5276,13654.7748,6380.74956,5278.49232,66924.234,64666.42578125,86.0,0.04009324009324009
2149,SOUTH CAROLINA,AIKEN,30922.0,178,4.0,23,32,119,1499,162,1239,98,AIKEN,Aiken,SOUTH CAROLINA,45003,AIKEN,30869,565,polygon,True,3,True,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",2p2c,9034.97604,8574.89136,14740.5276,13654.7748,6380.74956,5278.49232,66924.234,64666.42578125,3354.0,0.10846646400620917
2159,SOUTH CAROLINA,JACKSON,1792.0,4,0.0,1,1,2,33,5,26,2,JACKSON,Jackson,SOUTH CAROLINA,45003,AIKEN,1803,199,polygon,True,3,True,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",2p2c,9034.97604,8574.89136,14740.5276,13654.7748,6380.74956,5278.49232,66924.234,64666.42578125,74.0,0.041294642857142856
2163,FLORIDA,HIGH SPRINGS,6252.0,28,0.0,3,1,24,152,34,110,8,HIGH SPRINGS,High Springs,FLORIDA,12001,ALACHUA,6178,107,polygon,True,3,True,"Gainesville, FL MSA",2p2c,13119.5904,10463.7678,13750.0128,16241.3652,8545.18068,6629.36724,80490.768,77956.6328125,360.0,0.05758157389635317
2173,FLORIDA,GAINESVILLE,135085.0,928,2.0,153,185,588,4712,501,3803,408,GAINESVILLE,Gainesville,FLORIDA,12001,ALACHUA,202335,820,polygon,True,2,True,"Gainesville, FL MSA",2p2c,13119.5904,10463.7678,13750.0128,16241.3652,8545.18068,6629.36724,80490.768,77956.6328125,11280.0,0.08350297960543361
2183,FLORIDA,ALACHUA,10070.0,41,0.0,4,7,30,230,32,191,7,ALACHUA,Alachua,FLORIDA,12001,ALACHUA,9899,105,polygon,True,3,True,"Gainesville, FL MSA",2p2c,13119.5904,10463.7678,13750.0128,16241.3652,8545.18068,6629.36724,80490.768,77956.6328125,542.0,0.05382323733862959
2191,NORTH CAROLINA,BURLINGTON,54108.0,460,10.0,42,66,342,2490,534,1815,141,BURLINGTON,Burlington,NORTH CAROLINA,37001,ALAMANCE,131043,707,polygon,True,2,True,"Burlington, NC MSA",2p2c,10620.0,8964.65988,13447.17,13834.3992,7096.2942,7986.28128,75362.736,66801.1953125,5900.0,0.10904117690544836
2201,NORTH CAROLINA,MEBANE,16203.0,45,0.0,5,9,31,691,53,611,27,MEBANE,Mebane,NORTH CAROLINA,37001,ALAMANCE,16262,644,polygon,True,3,True,"Burlington, NC MSA",2p2c,10620.0,8964.65988,13447.17,13834.3992,7096.2942,7986.28128,75362.736,66801.1953125,1472.0,0.09084737394309696
2211,NORTH CAROLINA,ELON,12214.0,8,0.0,1,3,4,82,34,44,4,ELON,Elon,NORTH CAROLINA,37001,ALAMANCE,12232,1188,polygon,True,3,True,"Burlington, NC MSA",2p2c,10620.0,8964.65988,13447.17,13834.3992,7096.2942,7986.28128,75362.736,66801.1953125,180.0,0.01473718683477976
2221,NORTH CAROLINA,HAW RIVER,2525.0,5,0.0,0,1,4,46,12,29,5,HAW RIVER,Haw River,NORTH CAROLINA,37001,ALAMANCE,2535,339,polygon,True,3,True,"Burlington, NC MSA",2p2c,10620.0,8964.65988,13447.17,13834.3992,7096.2942,7986.28128,75362.736,66801.1953125,102.0,0.0403960396039604
2235,CALIFORNIA,OAKLAND,434036.0,5520,78.0,372,2859,2211,27868,2599,20228,5041,OAKLAND,Oakland,CALIFORNIA,6001,ALAMEDA,433031,2991,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,66776.0,0.1538489894847432
2245,CALIFORNIA,FREMONT,240887.0,400,1.0,36,159,204,4523,547,3408,568,FREMONT,Fremont,CALIFORNIA,6001,ALAMEDA,241110,1201,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,9846.0,0.040873936742123904
2255,CALIFORNIA,LIVERMORE,91418.0,193,2.0,30,39,122,1554,139,1279,136,LIVERMORE,Livermore,CALIFORNIA,6001,ALAMEDA,90923,1288,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,3494.0,0.03822004419260977
2265,CALIFORNIA,BERKELEY,122788.0,618,0.0,74,369,175,6256,771,4993,492,BERKELEY,Berkeley,CALIFORNIA,6001,ALAMEDA,121363,4473,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,13748.0,0.11196533863243965
2275,CALIFORNIA,EMERYVILLE,12380.0,166,0.0,12,114,40,2623,95,2415,113,EMERYVILLE,Emeryville,CALIFORNIA,6001,ALAMEDA,12086,3675,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,5578.0,0.4505654281098546
2285,CALIFORNIA,SAN LEANDRO,90297.0,454,0.0,18,283,153,4105,375,2941,789,SAN LEANDRO,San Leandro,CALIFORNIA,6001,ALAMEDA,88815,2570,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,9118.0,0.10097788409360223
2295,CALIFORNIA,PLEASANTON,84017.0,112,0.0,12,56,44,1632,149,1386,97,PLEASANTON,Pleasanton,CALIFORNIA,6001,ALAMEDA,81777,1307,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,3488.0,0.041515407596081744
2305,CALIFORNIA,UNION CITY,75202.0,277,2.0,8,79,188,1718,192,1300,226,UNION CITY,Union City,CALIFORNIA,6001,ALAMEDA,74107,1474,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,3990.0,0.05305709954522486
2315,CALIFORNIA,DUBLIN,66072.0,107,0.0,7,43,57,1259,114,1052,93,DUBLIN,Dublin,CALIFORNIA,6001,ALAMEDA,64826,1643,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,2732.0,0.04134883157767284
2325,CALIFORNIA,NEWARK,48945.0,85,0.0,13,40,32,1399,187,1090,122,NEWARK,Newark,CALIFORNIA,6001,ALAMEDA,49149,1367,polygon,True,3,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,2968.0,0.06063949330881602
2335,CALIFORNIA,ALBANY,20083.0,40,0.0,8,21,11,685,105,534,46,ALBANY,Albany,CALIFORNIA,6001,ALAMEDA,19696,4250,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,1450.0,0.07220036847084599
2345,CALIFORNIA,PIEDMONT,11307.0,14,0.0,3,5,6,227,46,162,19,PIEDMONT,Piedmont,CALIFORNIA,6001,ALAMEDA,11135,2529,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,482.0,0.04262846024586539
2355,CALIFORNIA,HAYWARD,161588.0,552,5.0,54,275,218,4886,448,3197,1241,HAYWARD,Hayward,CALIFORNIA,6001,ALAMEDA,159203,1349,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,10876.0,0.06730697824095849
2365,CALIFORNIA,ALAMEDA,78907.0,162,0.0,7,94,61,2579,218,1958,403,ALAMEDA,Alameda,CALIFORNIA,6001,ALAMEDA,77624,2868,polygon,True,2,True,"Oakland-Fremont, CA HUD Metro FMR Area",2p2c,28474.3356,11902.90944,15203.7852,16801.494,14630.2692,18752.3976,123239.1,122820.71875,5482.0,0.06947419113640108
2378,COLORADO,ALAMOSA,10086.0,63,1.0,17,5,40,511,94,392,25,ALAMOSA,Alamosa,COLORADO,8003,ALAMOSA,10652,492,polygon,True,3,False,"Alamosa County, CO",2p2c,10140.0,10073.99928,14399.4504,13083.9516,7324.32936,7598.4924,74933.8188,49323.58984375,1148.0,0.11382113821138211
2386,NEW YORK,WATERVLIET,9954.0,44,0.0,5,7,32,198,25,162,11,WATERVLIET,Watervliet,NEW YORK,36001,ALBANY,9900,2840,polygon,True,2,True,"Albany-Schenectady-Troy, NY MSA",2p2c,13482.93,10853.53416,13704.0672,16336.5588,8818.06056,14309.196,104415.3636,97041.21875,484.0,0.048623668876833434
2406,WYOMING,LARAMIE,32669.0,58,0.0,17,2,39,318,50,252,16,LARAMIE,Laramie,WYOMING,56001,ALBANY,33929,688,polygon,True,3,True,"Albany-Schenectady-Troy, NY MSA",2p2c,13482.93,10853.53416,13704.0672,16336.5588,8818.06056,14309.196,104415.3636,97041.21875,752.0,0.023018763965839174
2426,NEW YORK,ALBANY,97221.0,736,4.0,60,189,483,2919,445,2315,159,ALBANY,Albany,NEW YORK,36001,ALBANY,586383,1740,polygon,True,2,True,"Albany-Schenectady-Troy, NY MSA",2p2c,13482.93,10853.53416,13704.0672,16336.5588,8818.06056,14309.196,104415.3636,97041.21875,7310.0,0.07518951666820954
2446,NEW YORK,COHOES,16717.0,37,2.0,5,3,27,153,14,127,12,COHOES,Cohoes,NEW YORK,36001,ALBANY,16687,1707,polygon,True,3,True,"Albany-Schenectady-Troy, NY MSA",2p2c,13482.93,10853.53416,13704.0672,16336.5588,8818.06056,14309.196,104415.3636,97041.21875,380.0,0.02273135131901657
2465,OKLAHOMA,CHEROKEE,1509.0,2,0.0,0,0,2,20,8,10,2,CHEROKEE,Cherokee,OKLAHOMA,40003,ALFALFA,1489,390,polygon,True,3,False,"Alfalfa County, OK",2p2c,9036.0,9084.58812,16511.5128,19327.0308,6565.80396,9472.64064,83661.8088,75357.734375,44.0,0.0291583830351226
2474,MICHIGAN,MUNISING,2177.0,7,1.0,0,0,6,40,6,33,1,MUNISING,Munising,MICHIGAN,26003,ALGER,2780,161,polygon,True,3,False,"Alger County, MI",2p2c,8808.0,9144.55296,15637.3248,17559.0612,6504.91848,8679.85176,79817.1504,60201.78515625,94.0,0.04317868626550299
2480,IOWA,POSTVILLE,2065.0,4,0.0,1,1,2,43,5,37,1,POSTVILLE,Postville,IOWA,19005,ALLAMAKEE,2053,375,polygon,True,3,False,"Allamakee County, IA",2p2c,8580.0,8754.78516,15238.746,15331.7196,6281.07636,7661.91792,72170.0448,70652.8203125,94.0,0.04552058111380145
2490,IOWA,WAUKON,3654.0,10,0.0,0,0,10,77,15,60,2,WAUKON,Waukon,IOWA,19005,ALLAMAKEE,3625,470,polygon,True,3,False,"Allamakee County, IA",2p2c,8580.0,8754.78516,15238.746,15331.7196,6281.07636,7661.91792,72170.0448,70652.8203125,174.0,0.047619047619047616
2500,IOWA,LANSING,941.0,1,0.0,0,0,1,22,4,17,1,LANSING,Lansing,IOWA,19005,ALLAMAKEE,935,335,polygon,True,3,False,"Allamakee County, IA",2p2c,8580.0,8754.78516,15238.746,15331.7196,6281.07636,7661.91792,72170.0448,70652.8203125,46.0,0.048884165781083955
2513,MICHIGAN,PLAINWELL,3804.0,11,0.0,2,0,9,53,5,45,3,PLAINWELL,Plainwell,MICHIGAN,26005,ALLEGAN,3777,732,polygon,True,3,False,"Allegan County, MI",2p2c,10272.0,8574.89136,15227.2416,13786.9512,6828.97188,8194.72632,77450.016,75065.09375,128.0,0.033648790746582544
2523,MICHIGAN,HOPKINS,611.0,0,0.0,0,0,0,0,0,0,0,HOPKINS,Hopkins,MICHIGAN,26005,ALLEGAN,607,489,polygon,True,3,False,"Allegan County, MI",2p2c,10272.0,8574.89136,15227.2416,13786.9512,6828.97188,8194.72632,77450.016,75065.09375,0.0,0.0
2533,MICHIGAN,ALLEGAN,5038.0,10,0.0,4,1,5,47,1,42,4,ALLEGAN,Allegan,MICHIGAN,26005,ALLEGAN,6350,503,polygon,True,3,False,"Allegan County, MI",2p2c,10272.0,8574.89136,15227.2416,13786.9512,6828.97188,8194.72632,77450.016,75065.09375,114.0,0.02262802699483922
2543,MICHIGAN,OTSEGO,4007.0,0,0.0,0,0,0,37,10,24,3,OTSEGO,Otsego,MICHIGAN,26005,ALLEGAN,11852,768,polygon,True,3,False,"Allegan County, MI",2p2c,10272.0,8574.89136,15227.2416,13786.9512,6828.97188,8194.72632,77450.016,75065.09375,74.0,0.018467681557274768
2553,MICHIGAN,FENNVILLE,1421.0,0,0.0,0,0,0,3,0,3,0,FENNVILLE,Fennville,MICHIGAN,26005,ALLEGAN,1429,505,polygon,True,3,False,"Allegan County, MI",2p2c,10272.0,8574.89136,15227.2416,13786.9512,6828.97188,8194.72632,77450.016,75065.09375,6.0,0.00422237860661506
2563,MICHIGAN,WAYLAND,4272.0,14,0.0,6,1,7,58,13,43,2,WAYLAND,Wayland,MICHIGAN,26005,ALLEGAN,4679,550,polygon,True,3,False,"Allegan County, MI",2p2c,10272.0,8574.89136,15227.2416,13786.9512,6828.97188,8194.72632,77450.016,75065.09375,144.0,0.033707865168539325
2580,MARYLAND,FROSTBURG,8510.0,14,0.0,0,4,10,153,28,114,11,FROSTBURG,Frostburg,MARYLAND,24001,ALLEGANY,8505,982,polygon,True,3,False,"Allegany County, NY",2p2c,8808.0,10014.03444,15182.7528,14226.0396,6819.96528,8565.05496,80189.3316,61645.5,334.0,0.039247943595769684
2600,MARYLAND,LUKE,61.0,0,0.0,0,0,0,0,0,0,0,LUKE,Luke,MARYLAND,24001,ALLEGANY,60,86,polygon,True,3,False,"Allegany County, NY",2p2c,8808.0,10014.03444,15182.7528,14226.0396,6819.96528,8565.05496,80189.3316,61645.5,0.0,0.0
2620,MARYLAND,CUMBERLAND,19321.0,151,0.0,9,33,109,869,216,627,26,CUMBERLAND,Cumberland,MARYLAND,24001,ALLEGANY,47980,740,polygon,True,3,False,"Allegany County, NY",2p2c,8808.0,10014.03444,15182.7528,14226.0396,6819.96528,8565.05496,80189.3316,61645.5,2040.0,0.105584597070545
